通し番号,見出し,表記,品詞,語種,語彙配当,国語研,初級500語,七種対照,工藤,木幡,玉村
74450,どく,△退く,五自,W,1,,,○,○,○,
74460,どく,毒,名,K,1,○,,○,○,○,○
74470,とくい,得意,名,K,1,○,,○,○,○,○
74480,どくさい,独裁,名・ス自,K,3,○,,○,,,
74490,どくさいしゃ,独裁者,名,K,,,,○,,,
74500,とくさん,特産,名,K,2,,,○,,,
74510,どくしゃ,読者,名,K,2,○,,○,,,
74520,とくしゅ,特殊,名,K,3,○,,○,,,
74530,どくしょ,読書,名・ス自,K,2,◎,,○,○,○,
74540,とくしょく,特色,名,K,2,○,,○,○,○,
74550,どくしん,独身,名,K,3,○,,○,,,○
74560,とくする,得する,サ変自,H,1,,,,○,○,
74570,どくせん,独占,名・ス他,K,3,○,,,,,
74580,とぐち,戸口,名,W,1,,,,,○,
74590,とくちょう,特長,名,K,2,,,○,,,○
74600,とくちょう,特徴,名,K,2,◎,,○,○,○,○
74610,とくてい,特定,名・ス他,K,3,○,,○,,,○
74620,どくとく,独特・独得,形動,K,3,○,,○,,,
74630,とくに,特に,副,H,1,◎,,○,○,○,○
74640,とくばい,特売,名・ス他,K,3,,,○,,,
74650,とくべつ,特別,副・形動,K,1,◎,,○,○,○,○
74660,とくほん,読本,名,K,1,,,,,○,
74670,どくやく,毒薬,名,K,2,,,,,○,
74680,とくゆう,特有,名,K,2,○,,○,,,
74690,どくりつ,独立,名・ス自,K,2,◎,,○,○,,○
74700,とぐろ,,名,W,3,,,,○,○,
74710,とげ,△刺・×棘,名,W,1,,,○,○,○,○
74720,とけい,《時計》,名,K,1,◎,○,○,○,○,○
74730,とけこむ,解け込む・溶け込む,五自,W,2,○,,,,,
74740,とける,解ける・溶ける・△融ける,下一自,W,1,◎,,○,○,○,○
74750,とげる,遂げる,下一他,W,2,○,,,,,
74760,どける,△退ける,下一他,W,1,○,,○,○,○,
74770,とこ,床,名,W,1,,,○,,○,○
74780,とこ,△所,名,W,1,,,○,,○,
74790,どこ,△何△処,代,W,1,◎,○,○,○,○,○
74800,どこか,△何△処か,連語・副,W,2,◎,,○,○,,
74810,とこちゃん,,名,W,,,,,,○,
74820,とことこ,,副,W,,,,,,○,
74830,とこのま,床の間,名,W,1,○,,○,,,○
74840,どこまでも,△何△処までも,連語,W,,,,○,,,
74850,どこも,△何△処も,連語,W,,,,○,,,
74860,とこや,床屋,名,W,1,○,,○,○,○,○
74870,ところ,所・△処,名,W,1,◎,○,○,○,○,○
74880,ところ,,接助,W,,,,○,,,
74890,ところが,,接,W,1,◎,,○,○,○,○
74900,どころか,△所か,接助,W,2,○,,○,,,
74910,ところで,,接,W,1,◎,,○,○,○,○
74920,ところで,,接助,W,,,,○,,,
74930,ところてん,〈心太〉,名,W,2,,,,○,○,
74940,ところどころ,所所,名,W,1,○,,○,○,○,○
74950,とさか,〈鶏冠〉,名,W,1,,,,○,○,
74960,とざす,閉ざす・△鎖す,五他,W,3,,,,,○,○
74970,どさり,,副,W,1,,,,○,○,
74980,とざん,登山,名・ス自,K,2,○,,○,○,○,○
74990,とし,年・△歳,名,W,1,◎,○,○,○,○,○
75000,とし,都市,名,K,2,◎,,○,○,,
75010,としうえ,年上,名,W,1,○,,,,,
75020,としこ,〔固〕,名,W,,,,,,○,
75030,としこし,年越し,名,W,2,,,,,○,
75040,とじこむ,×綴じ込む,五他,W,2,,,○,,,
75050,とじこめる,閉じ込める,下一他,W,1,,,○,○,○,
75060,としごろ,年×頃,名・副,W,2,○,,,,,
75070,としした,年下,名,W,1,○,,,,,
75080,としつき,年月,名,W,1,○,,,,,
75090,として,,連語,W,2,,,○,,,
75100,としとる,年取る,五自,W,1,○,,,,○,
75110,とじまり,戸締まり,名,W,1,○,,,○,○,
75120,どしゃくずれ,土砂崩れ,名,H,,,,,○,○,
75130,どしゃぶり,土砂降り,名,H,2,,,,○,○,
75140,どしゃぶりあめ,土砂降り雨,名,H,,,,,○,○,
75150,としょ,図書,名,K,2,○,,,,,
75160,どじょう,〈泥×鱒〉,名,W,1,,,,,○,
75170,どじょう,土壌,名,K,,,,○,,,
75180,としょがかり,図書係,名,H,,,,,○,○,
75190,としょかん,図書館,名,K,1,◎,○,○,○,○,○
75200,としょしつ,図書室,名,K,1,○,,○,○,○,
75210,どじょっこ,,名,W,,,,,,○,
75220,としより,年寄り,名,W,1,◎,,○,○,○,○
75230,とじる,閉じる,上一自他,W,1,◎,,○,○,○,○
75240,とじる,×綴じる,上一他,W,1,○,,○,○,○,○
75250,としん,都心,名,K,2,○,,,,,
75260,どしん,,副,W,1,,,○,○,○,
75270,どじん,土人,名,K,1,,,,,○,
75280,どしんどしん,,副,W,,,,,○,○,
75290,とすれば,,接,W,2,,,○,,,
75300,どすん,,副,W,,,,,○,○,
75310,どそく,土足,名,K,2,,,○,○,○,
75320,とだな,戸棚,名,W,1,◎,,○,○,○,○
75330,どたばた,,副・ス自,W,2,,,,○,○,
75340,とたん,途端,名,K,1,○,,○,○,○,○
75350,トタン,←〔葡〕tutanaga,名,G,2,,,○,○,○,○
75360,とち,土地,名,K,1,◎,,○,○,○,○
75370,どちゃく,土着,名・ス自,K,3,,,,,○,
75380,とちゅう,途中,名,K,1,◎,,○,○,○,○
75390,どちら,,代,W,1,◎,○,○,○,○,○
75400,どちらも,,代,W,,,,○,,,
75410,とつ,凸,名,K,,,,○,,,
75420,どっかい,読解,名,K,,,,,,,○
75430,どっかり,,副,W,1,,,,○,○,
75440,とっきゅう,特急,名,K,2,○,,○,,,○
75450,とっきゅうれっしゃ,特急列車,名,K,,,,,○,○,
75460,とっきょ,特許,名,K,3,,,○,,,○
75470,どっきんどっきん,,副,W,,,,,,○,
75480,とっく,△疾っく,名,W,1,○,,○,○,○,
75490,とっけん,特権,名,K,3,,,○,,,
75500,どっこいしょ,,感,W,2,,,,○,○,
75510,とっさ,×咄×嗟,名,K,2,○,,,,,
75520,どっさり,,副,W,1,,,,○,○,
75530,ドッジボール,dodge ball,名,G,1,,,,○,○,
75540,とつぜん,突然,副,K,1,◎,,○,○,○,○
75550,どっち,,代,W,1,,○,○,,,○
75560,どっちみち,何方道,副,W,,,,○,,,
75570,とっちめる,取っちめる,下一他,W,2,,,,○,○,
75580,とって,取っ手・△把っ手,名,W,2,,,○,○,○,○
75590,とっても,,副,W,,,,,,○,
75600,どっと,,副,W,1,○,,○,○,○,
75610,とっとこ,,副,W,,,,,,○,
75620,とっぱ,突破,名・ス他,K,3,○,,,,,
75630,トップ,top,名,G,2,○,,,,,
75640,とて,,連語,W,,,,○,,,
75650,どて,土手,名,H,1,○,,,○,○,
75660,とても,,副,W,1,◎,○,○,○,○,○
75670,とでん,都電,名,K,,,,○,,,
75680,とどく,届く,五自,W,1,◎,,○,○,○,○
75690,とどけ,届け,名,W,1,○,,,,○,
75700,とどける,届ける,下一他,W,1,◎,,○,○,○,○
75710,ととのう,整う・調う,五自,W,2,○,,○,,,○
75720,ととのえる,整える・調える,下一他,W,2,○,,○,○,○,○
75730,とどろく,×轟く,五自,W,2,,,,○,○,
75740,とない,都内,名,K,2,○,,,,,
75750,どなた,〈何方〉,代,W,1,◎,○,○,○,○,○
75760,となり,隣,名,W,1,◎,,○,○,○,○
75770,となりあわせ,隣り合わせ,名,W,2,○,,,,,
75780,となりむら,隣村,名,W,1,,,,,○,
75790,どなる,怒鳴る,五自他,W,1,○,,○,○,○,
75800,とにかく,,副,W,2,◎,,○,○,○,○
75810,との,,連語,W,,,,○,,,
75820,どの,△何の,連体,W,1,◎,○,○,○,○,○
75830,どの,殿,接尾,W,2,○,,,,,
75840,どのくらい,△何の位,名,W,2,○,,○,○,○,
75850,とのさま,殿様,名,W,1,,,,○,○,
75860,どのへん,△何の辺,名,H,1,○,,,,,
75870,とは,,連語,W,,,,○,,,
75880,とばす,飛ばす,五他,W,1,○,,○,○,○,○
75890,とび,×鳶,名,W,1,,,,○,○,
75900,とび,飛び,名,W,1,,,,,○,
75910,とびあがる,飛び上がる,五自,W,1,○,,○,○,○,
75920,とびあるく,飛び歩く,五自,W,1,,,○,,,
75930,トビー,〔象名〕,名,G,,,,,,○,
75940,とびいし,飛び石,名,W,2,,,,○,○,
75950,とびうお,飛魚,名,W,2,,,,○,○,
75960,とびおりる,飛び降りる・飛び下りる,上一自,W,1,,,○,○,○,
75970,とびかかる,飛び掛かる,五自,W,1,,,○,○,○,
75980,とびきり,飛び切り,名,W,2,,,,,○,
75990,とびこえる,飛び越える,下一自,W,1,,,,○,○,
76000,とびこす,飛び越す,五他,W,1,,,○,,,
76010,とびこむ,飛び込む,五自,W,1,○,,○,○,○,
76020,とびだす,飛び出す,五自,W,1,○,,○,○,○,
76030,とびたつ,飛び立つ,五自,W,1,,,○,○,○,
76040,とびちる,飛び散る,五自,W,1,,,○,○,○,
76050,とびつく,飛び付く,五自,W,1,,,○,○,○,
76060,とびのく,飛び△退く,五自,W,1,,,,,○,
76070,とびのる,飛び乗る,五自,W,1,,,○,○,○,
76080,とびばこ,跳び箱・飛び箱,名,W,,,,,○,○,
76090,とびはねる,飛び跳ねる,下一自,W,,,,,○,○,
76100,とびまわる,飛び回る・飛び×廻る,五自,W,1,,,,○,○,
76110,どひょう,土俵,名,K,1,,,,○,○,
76120,とびら,扉,名,W,1,○,,○,○,○,○
76130,どびん,土瓶,名,K,1,,,,,○,
76140,とぶ,飛ぶ・跳ぶ,五自,W,1,◎,○,○,○,○,○
76150,どぶ,△溝,名,W,1,,,,○,○,
76160,どぶん,,副,W,1,,,○,○,○,
76170,とべる,,下一他,W,,,,,,○,
76180,とほ,徒歩,名,K,2,○,,,,,
76190,とぼける,×恍ける・×惚ける,下一自,W,2,,,,○,○,
76200,とぼしい,乏しい,形,W,2,○,,○,,,○
76210,とぼす,△点す・△灯す,五他,W,1,,,,,○,
76220,とぼとぼ,,副・ス自,W,2,,,,○,○,
76230,どま,土間,名,H,1,,,,,○,○
76240,トマト,tomato,名,G,1,○,,○,○,○,○
76250,とまり,止まり・留まり・泊まり,名,W,1,,,,,○,
76260,とまる,止まる・留まる・△停まる・泊まる,五自,W,1,◎,○,○,○,○,○
76270,とまれ,止まれ,名,W,,,,,○,○,
76280,とみ,富,名,W,2,,,○,,,○
76290,トミー,〔象名〕,名,G,,,,,,○,
76300,とむ,富む,五自,W,2,○,,○,,,
76310,とめがね,留め金,名,W,,,,○,,,○
76320,とめる,止める・留める・△停める・泊める,下一他,W,1,◎,,○,○,○,○
76330,とも,,接助・終助・連語,W,1,,,○,○,,○
76340,とも,友,名,W,1,○,,○,,,○
76350,とも,供,名,W,1,,,○,,○,
76360,とも,共,名,W,,,,○,,,
76370,ども,共,接尾,W,1,,,,,○,
76380,ども,,接助,W,2,,,○,,,
76390,ともかく,,副,W,3,○,,○,○,○,○
76400,ともかせぎ,共稼ぎ,名,W,3,○,,○,,,○
76410,ともす,△点す・△灯す,五他,W,1,,,,,○,
76420,ともすれば,,連語,W,3,,,○,,,
76430,ともだち,《友達》,名,W,1,◎,○,○,○,○,○
76440,ともなう,伴う,五自他,W,2,○,,○,,,
76450,ともなく,,連語,W,,,,○,,,
76460,ともに,共に,副,W,2,○,,,,,○
76470,ともばたらき,共働き,名,W,,,,,,,○
76480,ともる,△点る・△灯る,五自,W,1,,,,○,○,
76490,どもる,×吃る,五自,W,1,,,,,○,
76500,どやどや,,副,W,1,,,○,,,
76510,どよう,土曜,名,K,1,◎,○,○,○,○,
76520,どようび,土曜日,名,H,1,,,○,,,○
76530,とよちゃん,,名,H,,,,,,○,
76540,どよめく,,五自,W,3,,,,○,○,
76550,とら,×虎,名,W,1,○,,○,○,○,○
76560,どら,,感,K,,,,,,○,
76570,トライアングル,triangle,名,G,,,,,○,○,
76580,ドライバー,←screw driver,名,G,3,,,,○,○,
76590,ドライブ,drive,名・ス自,G,3,○,,○,○,○,○
76600,ドライヤー,drier,名,G,3,,,,○,○,
76610,とらえる,捕らえる・×捉える,下一他,W,2,○,,○,○,○,○
76620,とらさん,〔虎名〕,名,W,,,,,,○,
76630,トラック,track,名,G,1,○,,,,,
76640,トラック,truck,名,G,1,,,○,○,○,
76650,ドラマ,drama,名,G,3,○,,,,,
76660,とらわれる,捕らわれる・△囚われる,下一自,W,2,,,○,,,
76670,トランク,trunk,名,G,1,,,,○,○,
76680,トランシーバー,transceiver,名,G,,,,,○,○,
76690,トランジスタ,transistor,名,G,,,,,,,○
76700,トランジスタラジオ,transistor radio,名,G,3,,,○,,,
76710,トランプ,trump,名,G,2,○,,○,○,○,○
76720,トランポリン,trampolin,名,G,,,,,○,○,
76730,とり,鳥,名,W,1,◎,○,○,○,○,○
76740,とり,取り,名・接頭,W,1,,,,,○,
76750,とりあう,取り合う,五他,W,1,,,,○,○,
76760,とりあえず,取り△敢えず,副,W,3,○,,,,,
76770,とりあげる,取り上げる,下一他,W,1,○,,○,○,○,○
76780,とりあつかい,取り扱い,名,W,1,○,,○,,,○
76790,とりあつかう,取り扱う,五他,W,1,○,,○,,,○
76800,とりあわせ,取り合わせ,名,W,2,,,○,,,
76810,とりい,鳥居,名,W,2,,,,○,○,
76820,とりいれる,取り入れる,下一他,W,1,○,,○,,,
76830,とりかえす,取り返す,五他,W,1,,,○,○,○,
76840,とりかえる,取り替える,下一他,W,1,◎,,○,○,○,○
76850,とりかかる,取り掛かる,五自,W,2,,,,○,○,
76860,とりかご,鳥×篭,名,W,1,,,,○,○,
76870,とりかこむ,取り囲む,五他,W,1,,,○,,,
76880,とりくむ,取り組む,五自,W,1,○,,○,,,
76890,とりけし,取り消し,名,W,1,,,○,,,○
76900,とりけす,取り消す,五他,W,1,○,,○,,,○
76910,とりこむ,取り込む,五自他,W,3,,,,○,○,○
76920,とりごや,鳥小屋,名,W,1,,,,○,○,
76930,とりこわす,取り壊す・取り×毀す,五他,W,2,,,,○,○,
76940,とりしまり,取り締まり,名,W,2,○,,○,,,○
76950,とりしまる,取り締まる,五他,W,2,○,,○,,,
76960,とりしらべる,取り調べる,下一他,W,2,,,○,,,
76970,とりすがる,取り×縋る,五自,W,1,,,○,,,
76980,とりだす,取り出す,五他,W,1,○,,○,,○,
76990,とりつぎ,取り次ぎ,名,W,2,,,○,,,○
77000,とりつぐ,取り次ぐ,五他,W,2,,,○,,,○
77010,とりつける,取り付ける,下一他,W,1,○,,○,○,○,
77020,とりにく,鳥肉,名,W,,,,○,,,
77030,とりのぞく,取り除く,五他,W,2,,,○,,,
77040,とりはずす,取り外す,五他,W,2,,,○,,,
77050,とりはだ,鳥肌,名,W,2,,,,○,○,
77060,とりひき,取り引き,名,W,2,○,,○,,,○
77070,とりまく,取り巻く,五他,W,1,○,,○,,,
77080,とりもどす,取り戻す,五他,W,1,○,,○,,○,
77090,とりょう,塗料,名,K,3,,,○,,,○
77100,どりょく,努力,名・ス自,K,2,◎,,○,○,○,○
77110,とる,取る,五他,W,1,◎,,○,○,○,○
77120,とる,執る,五他,W,1,,,○,,○,○
77130,とる,採る,五他,W,1,◎,,○,○,○,○
77140,とる,撮る,五他,W,1,◎,,,○,○,
77150,ドル,←dollar,名,G,2,○,,○,,,○
77160,トルコ,〔葡〕Turco,名,G,3,,,,○,,
77170,どれ,,感,W,1,,,○,,,○
77180,どれ,,代,W,1,◎,○,○,○,○,○
77190,ドレス,dress,名,G,3,,,,○,○,
77200,ドレミファソラシド,,名,G,,,,,○,○,
77210,どれも,,連語,W,,,,○,,,
77220,とれる,取れる・捕れる,下一自,W,1,○,,○,○,○,○
77230,どろ,泥,名,W,1,○,,○,○,○,○
77240,どろだらけ,泥だらけ,名,W,1,,,,○,○,
77250,トロッコ,←truck,名,G,1,,,,,○,
77260,どろどろ,,副・形動・ス自,W,1,,,,○,○,
77270,どろぼう,泥棒・泥坊,名,H,1,◎,,○,○,○,○
77280,トロル,〔おばけ名〕,名,G,,,,,,○,
77290,どろんこ,泥んこ,名,W,1,,,,,○,
77300,トン,ton,名,G,2,○,,○,,,○
77310,どん,,副・名,W,1,,,○,,,
77320,ドン・ペドロ,〔猫名〕,名,G,,,,,,○,
77330,とんかち,,名,W,,,,,○,○,
77340,とんカツ,豚カツ,名,H,2,,,○,,,○
77350,どんかん,鈍感,名,K,3,○,,,,,
77360,トンキー,,名,G,,,,,,○,
77370,どんぐり,△団×栗,名,W,1,,,,○,○,
77380,とんだ,,連体,W,1,○,,,,,
77390,とんち,×頓×智・×頓知,名,K,2,,,,○,○,
77400,とんちき,,名,W,,,,,,○,
77410,とんでもない,,形,W,1,○,,○,,○,○
77420,とんと,,副,W,2,,,,,○,
77430,どんどこどんどこ,,副,W,,,,,,○,
77440,とんとろん,,副,W,,,,,,○,
77450,とんとん,,名・副,W,3,,,○,○,○,
77460,どんどん,,副,W,1,◎,,○,○,○,○
77470,どんな,,連体,W,1,◎,○,○,○,○,○
77480,トンネル,tunnel,名・ス他,G,1,○,,○,○,○,○
77490,とんび,×鳶,名,W,1,,,,○,○,
77500,どんぶり,×丼,名,W,2,○,,,○,○,
77510,とんぼ,〈×蜻×蛉〉,名,W,1,○,,,○,○,
77520,とんぼりとんぼり,,副,W,,,,,,○,
77530,とんや,問屋,名,W,2,○,,,,,○
77540,な,,終助・間助・感,W,1,,,○,○,○,○
77550,な,名,名,W,1,○,,○,○,○,○
77560,な,菜,名,W,1,,,,○,○,
77570,な,,接尾,W,,,,○,,,
77580,なあ,,間助・感,W,1,,,○,,○,○
77590,なあちゃん,〔兎名〕,名,W,,,,,,○,
77600,なあて,名×宛,名,W,2,,,○,,,
77610,なあに,,感,W,1,,,○,,,
77620,なあんだ,,感,W,1,,,,,○,
77630,ない,無い,形,W,1,◎,○,○,○,○,○
77640,ない,,助動,W,1,,○,○,,,○
77650,ない,内,名,K,2,◎,,○,○,,○
77660,ないか,内科,名,K,2,○,,○,,,○
77670,ないかく,内閣,名,K,2,○,,○,,,○
77680,ないし,×乃至,接,K,3,,,○,,,
77690,ないしょ,内所・内緒・内△証,名,K,1,○,,○,○,○,
77700,ないしん,内心,名,K,2,○,,,,,
77710,ないぞう,内臓,名,K,2,○,,,,,
77720,ナイター,〔和〕nighter,名,G,1,,,,○,○,
77730,ナイチンゲール,Nightingale,名,G,,,,,○,○,
77740,ナイフ,knife,名,G,1,◎,,○,○,○,○
77750,ないぶ,内部,名,K,2,○,,○,,,
77760,ないめん,内面,名,K,2,,,○,,,
77770,ないよう,内容,名,K,2,◎,,○,○,○,○
77780,ナイロン,nylon,名,G,2,○,,○,,,○
77790,なえ,苗,名,W,1,○,,○,,○,
77800,なお,△猶・△尚,副・接,W,1,◎,,○,○,○,○
77810,なおさら,△尚更,副,W,1,○,,○,,,
77820,なおし,直し,名,W,1,,,,,○,
77830,なおす,直す・治す,五他,W,1,◎,,○,○,○,○
77840,なおる,直る・治る,五自,W,1,◎,,○,○,○,○
77850,なおれ,直れ,名,W,,,,,○,○,
77860,なか,中・仲,名,W,1,◎,○,○,○,○,○
77870,なが,長,名・接頭,W,,,,,○,○,
77880,ながあめ,長雨,名,W,1,,,,○,○,
77890,ながい,長い・永い,形,W,1,◎,○,○,○,○,○
77900,ながいき,長生き,名,W,1,○,,,,,
77910,なかがわりえこ,〔固〕,名,H,,,,,,○,
77920,ながぐつ,長靴,名,W,1,,,○,○,○,○
77930,なかごろ,中×頃,名,W,1,,,,,○,
77940,ながさ,長さ,名,W,1,◎,,○,○,○,○
77950,ながさき,長崎,名,W,,,,,○,,
77960,ながし,流し,名,W,1,,,○,○,○,○
77970,なかじま,中島,名,W,,,,,○,,
77980,ながす,流す,五他,W,1,◎,,○,○,○,○
77990,なかなおり,仲直り,名,W,1,○,,,○,○,
78000,なかなか,中中,副,W,1,◎,,○,○,○,○
78010,なかにわ,中庭,名,W,1,,,,○,○,
78020,ながの,長の・永の,連体,W,2,○,,,,,
78030,なかば,半ば,名,W,2,○,,○,,,
78040,ながびく,長引く,五自,W,1,○,,○,○,○,
78050,ながほそい,長細い,形,W,,,,,○,○,
78060,なかほど,中程,名,W,1,,,,○,○,
78070,なかま,仲間,名,W,1,◎,,○,○,○,○
78080,なかまく,中幕,名,H,,,,,,○,
78090,なかまはずれ,仲間外れ,名,W,1,,,,○,○,
78100,なかみ,中身・中味,名,W,1,○,,,○,○,
78110,なかむら,中村,名,W,,,,,○,,
78120,ながめ,眺め,名,W,1,○,,,,○,
78130,ながめる,眺める,下一他,W,1,◎,,○,○,○,○
78140,なかゆび,中指,名,W,1,○,,,,,
78150,なかよく,仲良く,副,W,2,○,,,,,
78160,なかよし,仲良し・仲△好し,名,W,1,,,,○,○,
78170,ながら,,副助・接尾,W,2,,,○,○,,○
78180,ながれ,流れ,名,W,1,○,,○,○,○,○
78190,ながれだす,流れ出す,五自,W,,,,,,○,
78200,ながれぼし,流れ星,名,W,2,,,,○,○,
78210,ながれる,流れる,下一自,W,1,◎,,○,○,○,○
78220,なき,泣き,名,W,1,,,,,○,
78230,なきがお,泣き顔,名,W,1,,,,○,○,
78240,なきごえ,泣き声・鳴き声,名,W,1,,,,○,○,
